stop,r,RMSE
0.0069,5,0.8845122356843124
0.0069,6,0.8829800583708308
0.0069,7,0.8829291031010554
0.0069,8,0.8819376226418023
0.0069,9,0.8809990321861196
0.0069,10,0.8811029959496591
0.0069,11,0.8828703105842304
0.0069,12,0.8840947252614056
0.0069,13,0.884866610276027
0.0069,14,0.8857239347237862
0.0069,15,0.8849843908282067
0.0069,16,0.8861006413149662
0.0069,17,0.8869560359108994
0.0069,18,0.887333096627547
0.0069,19,0.8884028655963317
0.0069,20,0.8882733452743078
0.0069,25,0.8847111685932338
0.0069,30,0.8837605288694358
0.0069,35,0.88402642188398
0.0069,40,0.885310161064953
0.0069,45,0.8856642370292626
0.0069,50,0.8874864128572746
0.007,5,0.8845093218950135
0.007,6,0.8829449919546086
0.007,7,0.8828976251331403
0.007,8,0.8819625799465115
0.007,9,0.8810373968640265
0.007,10,0.8808802327601823
0.007,11,0.8829019521509315
0.007,12,0.8842794101767341
0.007,13,0.8844931093851791
0.007,14,0.8854975225538904
0.007,15,0.885071215196502
0.007,16,0.8863610486114819
0.007,17,0.8868138945979387
0.007,18,0.8874818192082782
0.007,19,0.8879643222634361
0.007,20,0.887104373894221
0.007,25,0.8830801473201559
0.007,30,0.8835879197715605
0.007,35,0.8851835154988528
0.007,40,0.8844561015783738
0.007,45,0.886570556367975
0.007,50,0.8878134343887191
0.0071,5,0.8845122609036717
0.0071,6,0.8829665327049806
0.0071,7,0.8829095482978976
0.0071,8,0.8819387554291299
0.0071,9,0.8809074069354041
0.0071,10,0.8807188165251523
0.0071,11,0.8820761476217336
0.0071,12,0.8842353189491405
0.0071,13,0.8847221423040593
0.0071,14,0.8859383842898387
0.0071,15,0.884850832283299
0.0071,16,0.8856113146462224
0.0071,17,0.8867878091843391
0.0071,18,0.8871470046006574
0.0071,19,0.8862333197462207
0.0071,20,0.8847801600270724
0.0071,25,0.8839743473385037
0.0071,30,0.8833311136302188
0.0071,35,0.8855996520483952
0.0071,40,0.8857271884016915
0.0071,45,0.8857320976313713
0.0071,50,0.888536923271044
0.007200000000000001,5,0.8845140384325973
0.007200000000000001,6,0.8829522119990021
0.007200000000000001,7,0.8829028782467001
0.007200000000000001,8,0.8819326978036555
0.007200000000000001,9,0.8809432453942024
0.007200000000000001,10,0.8810429108910881
0.007200000000000001,11,0.8829102003403622
0.007200000000000001,12,0.8846944920718722
0.007200000000000001,13,0.8844602220393823
0.007200000000000001,14,0.8859011054058153
0.007200000000000001,15,0.8851235822409993
0.007200000000000001,16,0.8851850118322988
0.007200000000000001,17,0.8868775578012897
0.007200000000000001,18,0.8861418524271899
0.007200000000000001,19,0.8848703937078548
0.007200000000000001,20,0.8844142034776625
0.007200000000000001,25,0.8838678774608936
0.007200000000000001,30,0.8838462112027928
0.007200000000000001,35,0.8851994107543331
0.007200000000000001,40,0.8853407952109789
0.007200000000000001,45,0.885885293397071
0.007200000000000001,50,0.8874250035901466
0.007300000000000001,5,0.88451314810503
0.007300000000000001,6,0.8829747108862148
0.007300000000000001,7,0.8829034350258088
0.007300000000000001,8,0.8819384000832784
0.007300000000000001,9,0.881004284645194
0.007300000000000001,10,0.8808675145685315
0.007300000000000001,11,0.8829265302614887
0.007300000000000001,12,0.8840440978979638
0.007300000000000001,13,0.8848888542669399
0.007300000000000001,14,0.8856517212649337
0.007300000000000001,15,0.885169995445342
0.007300000000000001,16,0.8852226567163569
0.007300000000000001,17,0.8862430207893985
0.007300000000000001,18,0.8840013588617204
0.007300000000000001,19,0.8837408300005467
0.007300000000000001,20,0.8831016802420599
0.007300000000000001,25,0.8832468719038361
0.007300000000000001,30,0.8827379377620128
0.007300000000000001,35,0.8848330360308775
0.007300000000000001,40,0.8852126745787808
0.007300000000000001,45,0.8860392959878981
0.007300000000000001,50,0.8879223951327764
0.007400000000000001,5,0.8845123845768991
0.007400000000000001,6,0.8829762231625391
0.007400000000000001,7,0.8829201729290908
0.007400000000000001,8,0.8819370581700051
0.007400000000000001,9,0.8810298960494348
0.007400000000000001,10,0.881203561282883
0.007400000000000001,11,0.8829655350605908
0.007400000000000001,12,0.8846937361353403
0.007400000000000001,13,0.8844909060117163
0.007400000000000001,14,0.885994876322037
0.007400000000000001,15,0.8851208700763916
0.007400000000000001,16,0.8853527258595753
0.007400000000000001,17,0.884990720334841
0.007400000000000001,18,0.8832444218050836
0.007400000000000001,19,0.8827316841428733
0.007400000000000001,20,0.8832111955061754
0.007400000000000001,25,0.883696317031281
0.007400000000000001,30,0.88346853439384
0.007400000000000001,35,0.8857093647308745
0.007400000000000001,40,0.8848768949984488
0.007400000000000001,45,0.8864177019351696
0.007400000000000001,50,0.888135673479632
0.0075000000000000015,5,0.8845127002630174
0.0075000000000000015,6,0.8829660634317664
0.0075000000000000015,7,0.8828917579583613
0.0075000000000000015,8,0.8819511422992174
0.0075000000000000015,9,0.8810070939196679
0.0075000000000000015,10,0.8811509364172818
0.0075000000000000015,11,0.8829514253416418
0.0075000000000000015,12,0.8846465189095596
0.0075000000000000015,13,0.8848908336723622
0.0075000000000000015,14,0.8856791341019298
0.0075000000000000015,15,0.8852121350533236
0.0075000000000000015,16,0.8837890550555326
0.0075000000000000015,17,0.8823381053799982
0.0075000000000000015,18,0.882703653338685
0.0075000000000000015,19,0.8828819085358853
0.0075000000000000015,20,0.8817373319798048
0.0075000000000000015,25,0.8834713349430291
0.0075000000000000015,30,0.8832518855818822
0.0075000000000000015,35,0.8849089652324637
0.0075000000000000015,40,0.8843752333406225
0.0075000000000000015,45,0.8861757678122995
0.0075000000000000015,50,0.8870297160784212
0.007600000000000002,5,0.8845158146078896
0.007600000000000002,6,0.882907276414988
0.007600000000000002,7,0.8828861599801273
0.007600000000000002,8,0.8819354641086442
0.007600000000000002,9,0.8810666058014023
0.007600000000000002,10,0.8817535078965445
0.007600000000000002,11,0.8828590718538893
0.007600000000000002,12,0.8844398919341182
0.007600000000000002,13,0.8847974234823294
0.007600000000000002,14,0.8858502120030306
0.007600000000000002,15,0.8841863737274718
0.007600000000000002,16,0.8826178004444002
0.007600000000000002,17,0.882337796498208
0.007600000000000002,18,0.8830774241501489
0.007600000000000002,19,0.8814130352636931
0.007600000000000002,20,0.8814972224975053
0.007600000000000002,25,0.8832469426209624
0.007600000000000002,30,0.8829192661281431
0.007600000000000002,35,0.8848715105123944
0.007600000000000002,40,0.8852240108606555
0.007600000000000002,45,0.887008346292991
0.007600000000000002,50,0.8869547078976852
0.007700000000000002,5,0.8845118292324254
0.007700000000000002,6,0.8830249916192107
0.007700000000000002,7,0.882910750703386
0.007700000000000002,8,0.881935145128615
0.007700000000000002,9,0.8809924142776656
0.007700000000000002,10,0.8809018358093971
0.007700000000000002,11,0.8829041573235991
0.007700000000000002,12,0.8846353970329702
0.007700000000000002,13,0.8849090023590872
0.007700000000000002,14,0.8850875879189337
0.007700000000000002,15,0.8832428456612322
0.007700000000000002,16,0.8832039249888581
0.007700000000000002,17,0.8810979994024712
0.007700000000000002,18,0.8810981136954589
0.007700000000000002,19,0.8817565748350515
0.007700000000000002,20,0.8814999812036167
0.007700000000000002,25,0.8836276144273598
0.007700000000000002,30,0.884057371948832
0.007700000000000002,35,0.8852815094275764
0.007700000000000002,40,0.8851785475332042
0.007700000000000002,45,0.8860824440940991
0.007700000000000002,50,0.8875133506948638
0.007800000000000002,5,0.8845190933052021
0.007800000000000002,6,0.883000045301189
0.007800000000000002,7,0.8828984911038239
0.007800000000000002,8,0.8819141211490179
0.007800000000000002,9,0.8809875762656568
0.007800000000000002,10,0.8809335959716628
0.007800000000000002,11,0.882922816591933
0.007800000000000002,12,0.8845193797219769
0.007800000000000002,13,0.8840328433823527
0.007800000000000002,14,0.8835280081185691
0.007800000000000002,15,0.8824173610335033
0.007800000000000002,16,0.8811117132483219
0.007800000000000002,17,0.880484542654723
0.007800000000000002,18,0.8813119763415831
0.007800000000000002,19,0.8819829341345635
0.007800000000000002,20,0.881782531713153
0.007800000000000002,25,0.884365894487361
0.007800000000000002,30,0.8833727466568861
0.007800000000000002,35,0.885086792148592
0.007800000000000002,40,0.8856409583526587
0.007800000000000002,45,0.8877709090810624
0.007800000000000002,50,0.887611785607479
0.007900000000000003,5,0.8845158554521116
0.007900000000000003,6,0.8829372290444432
0.007900000000000003,7,0.8829167872326447
0.007900000000000003,8,0.881935042440877
0.007900000000000003,9,0.8809774770421361
0.007900000000000003,10,0.8810598133256335
0.007900000000000003,11,0.8829690644272316
0.007900000000000003,12,0.8839482933285839
0.007900000000000003,13,0.8833401051113815
0.007900000000000003,14,0.8831577064626094
0.007900000000000003,15,0.8817107784964405
0.007900000000000003,16,0.8811886250443948
0.007900000000000003,17,0.8803557079413291
0.007900000000000003,18,0.8808147413636886
0.007900000000000003,19,0.8817746813325877
0.007900000000000003,20,0.8822752491728739
0.007900000000000003,25,0.8836227501946713
0.007900000000000003,30,0.8838993963385842
0.007900000000000003,35,0.885007722240315
0.007900000000000003,40,0.8854670351655372
0.007900000000000003,45,0.8861468698416879
0.007900000000000003,50,0.8881367502134742
0.008000000000000004,5,0.8845115506928821
0.008000000000000004,6,0.8829900496270191
0.008000000000000004,7,0.8829169349764738
0.008000000000000004,8,0.8819343665776849
0.008000000000000004,9,0.8810125446181928
0.008000000000000004,10,0.8808562428648352
0.008000000000000004,11,0.8829030725025302
0.008000000000000004,12,0.8827169380887655
0.008000000000000004,13,0.8842182977845101
0.008000000000000004,14,0.8829098697977106
0.008000000000000004,15,0.8819953347240238
0.008000000000000004,16,0.8809413646290548
0.008000000000000004,17,0.8810213576987646
0.008000000000000004,18,0.8810284753171814
0.008000000000000004,19,0.8825934722320797
0.008000000000000004,20,0.881381795735453
0.008000000000000004,25,0.8827580352390826
0.008000000000000004,30,0.8830571876074632
0.008000000000000004,35,0.8858644341563997
0.008000000000000004,40,0.8849350798224139
0.008000000000000004,45,0.8870442766614645
0.008000000000000004,50,0.8869316702093138
0.008100000000000003,5,0.8845144662661413
0.008100000000000003,6,0.8829914166928458
0.008100000000000003,7,0.8829295429519266
0.008100000000000003,8,0.8819371705411002
0.008100000000000003,9,0.8806954201261659
0.008100000000000003,10,0.8808118570266287
0.008100000000000003,11,0.8825640464353708
0.008100000000000003,12,0.8838676760033479
0.008100000000000003,13,0.8827184940859578
0.008100000000000003,14,0.8819522085924877
0.008100000000000003,15,0.881329185277699
0.008100000000000003,16,0.8805971828124725
0.008100000000000003,17,0.8810806201453781
0.008100000000000003,18,0.8814135655623062
0.008100000000000003,19,0.8814790081402715
0.008100000000000003,20,0.8820622120839173
0.008100000000000003,25,0.8841657497809454
0.008100000000000003,30,0.8834584558070976
0.008100000000000003,35,0.8853238026096935
0.008100000000000003,40,0.8855122382307877
0.008100000000000003,45,0.8876014248091922
0.008100000000000003,50,0.8875404797097841
0.008200000000000002,5,0.8845101297144061
0.008200000000000002,6,0.8829334768421654
0.008200000000000002,7,0.8829152754015194
0.008200000000000002,8,0.8819492423829934
0.008200000000000002,9,0.8810106146420701
0.008200000000000002,10,0.8814024837590188
0.008200000000000002,11,0.8833924980571598
0.008200000000000002,12,0.882829743059664
0.008200000000000002,13,0.8829296163281669
0.008200000000000002,14,0.8811759478051343
0.008200000000000002,15,0.8815411033486701
0.008200000000000002,16,0.8808577900110364
0.008200000000000002,17,0.880740120932894
0.008200000000000002,18,0.8805784432883486
0.008200000000000002,19,0.8819594975439071
0.008200000000000002,20,0.8823996871403486
0.008200000000000002,25,0.8844738650305588
0.008200000000000002,30,0.8835071945417432
0.008200000000000002,35,0.8849429808337167
0.008200000000000002,40,0.8843787709439253
0.008200000000000002,45,0.8863376206493923
0.008200000000000002,50,0.8874254171493674
0.008300000000000004,5,0.8845143583734024
0.008300000000000004,6,0.8829295269757547
0.008300000000000004,7,0.8829142572655136
0.008300000000000004,8,0.8819251884157608
0.008300000000000004,9,0.8809969212479186
0.008300000000000004,10,0.8806537365128404
0.008300000000000004,11,0.8831392025324397
0.008300000000000004,12,0.8829875976417701
0.008300000000000004,13,0.8818234481580113
0.008300000000000004,14,0.881555056200222
0.008300000000000004,15,0.8815575569063848
0.008300000000000004,16,0.8807175059045965
0.008300000000000004,17,0.88070073268375
0.008300000000000004,18,0.8809916390550947
0.008300000000000004,19,0.8816891653271028
0.008300000000000004,20,0.8825471495803073
0.008300000000000004,25,0.8831644241109841
0.008300000000000004,30,0.8828570930677462
0.008300000000000004,35,0.8850889852774062
0.008300000000000004,40,0.8850735931239954
0.008300000000000004,45,0.8865405131229152
0.008300000000000004,50,0.8874653374663021
0.008400000000000005,5,0.8845171802299806
0.008400000000000005,6,0.8829550304894179
0.008400000000000005,7,0.8829148275327355
0.008400000000000005,8,0.8819390121054219
0.008400000000000005,9,0.8807661932710118
0.008400000000000005,10,0.8809650997455716
0.008400000000000005,11,0.8839822526302635
0.008400000000000005,12,0.8827515440516147
0.008400000000000005,13,0.8821053375233842
0.008400000000000005,14,0.881057384209131
0.008400000000000005,15,0.8812332019726826
0.008400000000000005,16,0.8808223104024073
0.008400000000000005,17,0.8808630963696793
0.008400000000000005,18,0.8825899262884189
0.008400000000000005,19,0.8824136187047878
0.008400000000000005,20,0.8820405435259724
0.008400000000000005,25,0.8830189028377832
0.008400000000000005,30,0.8834963834599084
0.008400000000000005,35,0.8846424895199095
0.008400000000000005,40,0.8850075616749582
0.008400000000000005,45,0.8860242423907243
0.008400000000000005,50,0.8878140683895589
0.008500000000000004,5,0.8845101867288258
0.008500000000000004,6,0.8829644451697738
0.008500000000000004,7,0.8829229538721917
0.008500000000000004,8,0.8819265878523543
0.008500000000000004,9,0.8800316733026491
0.008500000000000004,10,0.8813415472711384
0.008500000000000004,11,0.883199744051889
0.008500000000000004,12,0.8821004865710198
0.008500000000000004,13,0.8820934035909453
0.008500000000000004,14,0.8813111618469575
0.008500000000000004,15,0.8808354928058088
0.008500000000000004,16,0.8807479900896226
0.008500000000000004,17,0.8812208137945369
0.008500000000000004,18,0.8815109808522795
0.008500000000000004,19,0.8817834353056003
0.008500000000000004,20,0.8822495985017357
0.008500000000000004,25,0.8838760462681229
0.008500000000000004,30,0.8837814764438525
0.008500000000000004,35,0.8842764505598238
0.008500000000000004,40,0.8854377062336408
0.008500000000000004,45,0.8871271199798737
0.008500000000000004,50,0.8872975390069838
0.008600000000000003,5,0.8845129946175476
0.008600000000000003,6,0.8829680434843115
0.008600000000000003,7,0.8829213465620385
0.008600000000000003,8,0.8812211463369147
0.008600000000000003,9,0.8795777295542847
0.008600000000000003,10,0.882041087884288
0.008600000000000003,11,0.8826102490432058
0.008600000000000003,12,0.8823510972087548
0.008600000000000003,13,0.8819865061708038
0.008600000000000003,14,0.8812405876279575
0.008600000000000003,15,0.8806001386188116
0.008600000000000003,16,0.8812686139259602
0.008600000000000003,17,0.8816861353767707
0.008600000000000003,18,0.8825816076799464
0.008600000000000003,19,0.8819152970312149
0.008600000000000003,20,0.8828695886045994
0.008600000000000003,25,0.8832579937737542
0.008600000000000003,30,0.8840307997464588
0.008600000000000003,35,0.88504751682958
0.008600000000000003,40,0.8857530837413112
0.008600000000000003,45,0.8863990506832341
0.008600000000000003,50,0.8875513231464041
0.008700000000000005,5,0.8845140697986862
0.008700000000000005,6,0.8829582866720401
0.008700000000000005,7,0.8829030197112637
0.008700000000000005,8,0.8803631814149203
0.008700000000000005,9,0.8800514173725882
0.008700000000000005,10,0.8824177179206598
0.008700000000000005,11,0.8822147841103717
0.008700000000000005,12,0.882762174382314
0.008700000000000005,13,0.8819557214741012
0.008700000000000005,14,0.8812885689931739
0.008700000000000005,15,0.8820244858316574
0.008700000000000005,16,0.8819604562639028
0.008700000000000005,17,0.8817042469340074
0.008700000000000005,18,0.8822759863925078
0.008700000000000005,19,0.8823770520687423
0.008700000000000005,20,0.8818260643295297
0.008700000000000005,25,0.8840739453819791
0.008700000000000005,30,0.8829515770897248
0.008700000000000005,35,0.8851820265430328
0.008700000000000005,40,0.8853039451775212
0.008700000000000005,45,0.8860737827370463
0.008700000000000005,50,0.8883063737857205
0.008800000000000006,5,0.8845058241153199
0.008800000000000006,6,0.8829815516875011
0.008800000000000006,7,0.881847150301815
0.008800000000000006,8,0.8803207247520559
0.008800000000000006,9,0.880893046542178
0.008800000000000006,10,0.8826140709803606
0.008800000000000006,11,0.8827919232152704
0.008800000000000006,12,0.8823690558236416
0.008800000000000006,13,0.8818484559189832
0.008800000000000006,14,0.8817662294452075
0.008800000000000006,15,0.8822051444555541
0.008800000000000006,16,0.8816068285193365
0.008800000000000006,17,0.8814960894304642
0.008800000000000006,18,0.8820620944943031
0.008800000000000006,19,0.8806273306939197
0.008800000000000006,20,0.8813647780753707
0.008800000000000006,25,0.8839955256246097
0.008800000000000006,30,0.8835062945742682
0.008800000000000006,35,0.8853306556079852
0.008800000000000006,40,0.8844241809551678
0.008800000000000006,45,0.8869811527183953
0.008800000000000006,50,0.8872545627518365
0.008900000000000005,5,0.884513568626986
0.008900000000000005,6,0.8830029381427467
0.008900000000000005,7,0.8809523884798247
0.008900000000000005,8,0.8816241517838697
0.008900000000000005,9,0.8813545806819543
0.008900000000000005,10,0.8820813722757571
0.008900000000000005,11,0.8819757739329992
0.008900000000000005,12,0.8826033602628427
0.008900000000000005,13,0.8818466948868099
0.008900000000000005,14,0.8820037652233395
0.008900000000000005,15,0.882199275784243
0.008900000000000005,16,0.8812725426890432
0.008900000000000005,17,0.8808078548910058
0.008900000000000005,18,0.8814807133663856
0.008900000000000005,19,0.8818998825104628
0.008900000000000005,20,0.8825004795808615
0.008900000000000005,25,0.8837891193156295
0.008900000000000005,30,0.8836953339043493
0.008900000000000005,35,0.884859181179253
0.008900000000000005,40,0.8839282251237354
0.008900000000000005,45,0.8867826725751792
0.008900000000000005,50,0.8873433191200787
0.009000000000000005,5,0.8845144864055117
0.009000000000000005,6,0.8817240912986058
0.009000000000000005,7,0.8806921357949691
0.009000000000000005,8,0.8813942070030338
0.009000000000000005,9,0.8814713932692666
0.009000000000000005,10,0.8821424163384545
0.009000000000000005,11,0.8828524978665766
0.009000000000000005,12,0.8822789247860122
0.009000000000000005,13,0.8824504848754474
0.009000000000000005,14,0.882038373610529
0.009000000000000005,15,0.8818271532446342
0.009000000000000005,16,0.8811337325690206
0.009000000000000005,17,0.8822077582222613
0.009000000000000005,18,0.881616890828897
0.009000000000000005,19,0.882115765016338
0.009000000000000005,20,0.8823498858898255
0.009000000000000005,25,0.8837083040049797
0.009000000000000005,30,0.883175701696575
0.009000000000000005,35,0.8854413464249321
0.009000000000000005,40,0.8849779054737695
0.009000000000000005,45,0.8865759964577896
0.009000000000000005,50,0.8878728220383318
